"proposal_id","proposal_descriptors","proposal_ff","proposal_id_official","proposal_parl_url","proposal_related_department","proposal_title","proposal_url"
19920026,"Soziale Fragen, Sozialversicherung, Berufliche Vorsorge, BVG, Freizügigkeitsgesetz, Freizügigkeit, Zweite Säule","FF 1992 III 529","92.026","http://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920026_620.htm","DFJP","Message concernant le projet de loi fédérale sur le libre passage dans la prévoyance professionnelle vieillesse, survivants et invalidité du 26 février 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10106982"
19920027,"Gesundheit, Alkohol, Alkoholismus, Finanzen","","92.027","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920027_620.htm","DFF","Régie des alcools. Budget 1992/1993",""
19920028,"Militär, Sicherheitspolitik, Bauten","FF 1992 II 1348","92.028","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920028_620.htm","DDPS","Message concernant des ouvrages militaires (Programme des constructions de 1992) du 26 février 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10106951"
19920029,"Rassendiskriminierung, Rassismus, Militärstrafrecht, MStG, Militär, Asylbewerber, Flüchtling, Fremdenfeindlichkeit, Fremdenhass, Menschenrecht, EMRK, Völkerrecht, Staatenbeschwerdeverfahren, Recht, Staatspolitik, Ausländerfragen, Aussenpolitik, internationales Übereinkommen, bürgerliches Strafrecht, Militärstrafgesetz, Asylpolitik, UNO, Ausländer, StGB","FF 1992 III 265","92.029","http://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920029_620.htm","DFAE","Message concernant l'adhésion de la Suisse à la Convention internationale de 1965 sur l'élimination de toutes les formes de discrimination raciale et la révision y relative du droit pénal du 2 mars 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10106973"
19920031,"Zwillingsinitiativen, Werbeverbot, Tabak, Alkohol, Werbung, Gesundheit, Lebensmittelgesetz, Alkoholgesetz, LMG, AlkG, Volksinitiative, Suchtmittelreklame, Suchtmittel, Wirtschaft, Lebensmittel, Alkoholismus","FF 1992 II 1141","92.031","http://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920031_620.htm","DFI","Message concernant les initiatives populaires «pour la prévention des problèmes liés au tabac» et «pour la prévention des problèmes liés à l'alcool» (initiatives jumelles), ainsi que la révision de l'article 13 de la loi sur les denrées alimentaires et de","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10106942"
19920032,"Umwelt, Tierschutz, Tierversuch, Tier, Volksinitiative, Vivisektion, Umweltschutz","FF 1992 II 1597","92.032","http://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920032_620.htm","DEFR","Message concernant l'initiative populaire «pour l'abolition des expériences sur animaux» du 16 mars 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10106962"
19920034,"Finanzen, Finanzhaushalt, Militär, Sicherheitspolitik, Rüstung, Rüstungsbetrieb, BRBT, Rüstungspolitik","","92.034","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920034_620.htm
","ChF","Message concernant le compte d'Etat 1991","https://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=90000436&action=open"
19920035,"SBB, Leistungsauftrag, Personenverkehr, Verkehr, Schienenverkehr, Güterverkehr, Finanzkontrolle, Eisenbahn, Finanzen, Finanzhaushalt, Rechnung","FF 1992 III 670","92.035","http://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920035_620.htm","DETEC","Message concernant les comptes et le rapport de gestion des Chemins de fer fédéraux pour 1991 du 29 avril 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10106984"
19920038,"Finanzhaushalt, Nationalbankgesetz, NBG, Wirtschaft, Tabaksteuer, Tabak, Legislaturfinanzplan, Finanzen, Haushaltsdefizit, Nationalbank, ZTG, Treibstoffzollzuschlag, Kantonsfinanzen, Finanzausgleich, Benzin, Zoll, Treibstoffzoll, Benzinzoll, Spielbank, Casino, Wirtschaft, SNB, Steuer, Treibstoff, Spielbankenverbot, Zolltarifgesetz, Haushaltausgleich","FF 1992 III 341","92.038","http://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920038_620.htm","DFF","Message sur les mesures d'assainissement des finances fédérales 1992 du 25 mars 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10106974"
19920039,"Transportunternehmung, Eisenbahngesetz, Verkehr, NEAT, SBB, PTT, Alpentransit, Agglomerationsverkehr, Regionalverkehr, KTU, Post, Investitionspolitik, Finanzhilfe, Treibstoffzoll, Wirtschaft, EBG, Schienenverkehr, Eisenbahn, Finanzen, Treibstoffzollzuschlag, Treibstoffzollertrag, Strassenverkehr, Schwerverkehr, Transport, Bahn 2000, AlpTransit, Treibstoff","FF 1992 III 434","92.039","http://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920039_620.htm","DETEC","Message sur le crédit de programme destiné à assurer le développement des entreprises de transport concessionnaires du 1er avril 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10106975"
19920040,"Kantonsverfassung, Gewährleistung, Staatspolitik, Zug Basel-Stadt, Schaffhausen, Graubünden, Thurgau, Waadt","FF 1992 III 645","92.040","http://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920040_620.htm","ChF","Message concernant la garantie des constitutions révisées des cantons de Zoug, de Bâle-Ville, de Schaffhouse, des Grisons, de Thurgovie et de Vaud du 8 avril 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10106983"
19920041,"Wohnungsbau, Wohneigentumsförderung, Wohnungsmarkt, Wohnungswesen, Wohneigentum, Hauseigentum, Landerwerb, WEG, Recht, Bodenrecht, Mietwohnung, Grundstückmarkt, Immobilienmarkt, Hypothek, Wohnung, Wohnbauförderung, Grundstückerwerb, Grundstück, Hypothekarkredit, Finanzen, Wohneigentumsförderungsgesetz","FF 1992 III 755","92.041","http://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920041_620.htm","DEFR","Message concernant des crédits-cadres destinés à encourager la construction et l'accession à la propriété de logements du 8 avril 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10106992"
19920043,"Medien, Kommunikation, Finanzen, Post, PTT","","92.043","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920043_620.htm","DETEC","PTT. Budget 1993",""
19920044,"Doppelbesteuerung, Schweden, Steuer, Dividende, Tochtergesellschaft, EG-Rat, internationales Übereinkommen, Finanzen, Europapolitik, EG, EU","FF 1992 III 773","92.044","http://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920044_620.htm","DFF","Message concernant un protocole modifiant la convention de double imposition conclue avec la Suède le 7 mai 1965 du 29 avril 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10106997"
19920045,"IAO, Arbeitskonferenz, Hotel, Gaststätte, Hotellerie, Restaurant, Arbeitsbedingung, Arbeitsrecht, Gesamtarbeitsvertrag, Wirtschaft, Arbeit, GAV, Aussenpolitik, internationales Übereinkommen, internationale Arbeitsorganisation","FF 1992 III 737","92.045","http://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920045_620.htm","DEFR","Message sur la convention et la recommandation adoptées en 1991 par la Conférence internationale du Travail lors de sa 78e session du 29 avril 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10106991"
19920047,"Transitabkommen, EG, Verkehr, Güterverkehr, EFTA, Transitvertrag, BRD, Italien, Bahn 2000, Alpentransit, Alpentransversale, Schienenverkehr, Eisenbahn, EWR, NEAT, AlpTransit, Europapolitik, internationales Übereinkommen, EU, Schwerverkehr","FF 1992 III 1001","92.047","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920047_620.htm","DETEC","Message relatif à l'accord sur le transit conclu entre la Communauté européenne et la Suisse, ainsi que sur l'accord trilatéral entre la République fédérale d'Allemagne, la Suisse et l'Italie sur le trafic combiné rail/route du 13 mai 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107035"
19920048,"Verkehr, AGTC, Eisenbahn, Strassenverkehr, Güterverkehr, UNO, Schienenverkehr, Europapolitik, internationales Übereinkommen","FF 1992 III 1060","92.048","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920048_620.htm","DETEC","Message relatif à l'accord européen sur les grandes lignes de transport international combiné et les installations connexes (AGTC) du 13 mai 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107036"
19920049,"Landwirtschaft, Viehhalterbeitrag, Berggebiet, regionale Entwicklung, Regionalpolitik, Berglandwirtschaft, Wirtschaft, Tierhalter, Tier, Vieh, Viehhalter, Tierhalterbeitrag, Subvention","FF 1992 III 797","92.049","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920049_620.htm","DEFR","Message relatif au financement, en 1993 et 1994, des contributions aux frais des détenteurs de bétail de la région de montagne et de la région préalpine des collines du 13 mai 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107002"
19920050,"Staatspolitik, Bundesfeier, Nationalfeier, 1.August, Volksinitiative, Bundesfeiertag, Nationalfeiertag","FF 1992 III 861","92.050","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920050_620.htm","DEFR","Message concernant l'initiative populaire fédérale «pour un jour de la fête nationale férié (initiative <1er août>)» et l'appréciation du rapport de la Commission des pétitions et de l'examen des constitutions cantonales relatif à l'initiative parlementai","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107007"
19920051,"Bildung, Forschung, ERASMUS, COMETT, EG, EWR, EFTA, Wissenschaft, Technologieförderung, Technologiepolitik, EU, Technologie","FF 1992 III 1341","92.051","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920051_620.htm","DFI","Message relatif au financement de la participation de la Suisse aux programmes de recherche et d'éducation des Communautés européennes pour la période de 1993 à 1996 du 20 mai 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107046"
19920052,"Europapolitik, Aussenwirtschaft, internationales Uebereinkommen, EWR, EG, EFTA, Kultur, Frauenfragen, EU, Frau, Mann, Gleichstellung, Gleichstellungspolitik, Recht","FF 1992 IV 1","92.052","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920052.htm","ChF","Message relatif à l'approbation de l'accord sur l'Espace économique européen du 18 mai 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107066"
19920055,"ETHZ, EPFL, Scherrer, EMPA, Novaggio, Autobahnzollanlage, Münzstätte, Bundesratsbunker, Bauten, Verkehr, Strassenverkehr, Autobahn, ETH, EPF, Lausanne, Zürich, Nationalstrasse, zivile Baubotschaft, Bildung, Hochschule, Universität, E+M, Finanzen","FF 1992 III 1513","92.055","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920055_620.htm","DFF","Message concernant les projets de construction et l'acquisition de terrains et d'immeubles (Message 1992 sur les constructions civiles) du 27 mai 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107062"
19920057,"Europapolitik, internationales Uebereinkommen, EG, UWG, Recht, unlauterer Wettbewerb, EU","FF 1992 V 1","92.057",NA,"ChF","Message I sur l'adaptation du droit fédéral au droit de l'EEE (Message complémentaire I au message relatif à l'Accord EEE) du 27 mai 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107080"
19920058,"Aussenpolitik, Korea, Taejon","FF 1992 V 492","92.058","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920058_620.htm","DFAE","Message concernant la participation de la Suisse à l'exposition universelle spécialisée de Taejon (République de Corée) en 1993 du 24 juin 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107087"
19920059,"Europarat, Tierschutz, Tierversuch, Schlachtier, Heimtier, Forschung, internationales Übereinkommen, Europapolitik, Vivisektion, Tier","FF 1992 V 953","92.059","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920059_620.htm","DEFR","Message concernant les trois Conventions du Conseil de l'Europe sur la protection des animaux d'abattage, sur la protection des animaux vertébrés utilisés à des fins expérimentales ou à d'autres fins scientifiques, ainsi que pour la protection des animaux","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107113"
19920062,"Schweizerische Verkehrszentrale, SVZ, Tourismus, Verkehr, Fremdenverkehr","FF 1992 V 1122","92.062","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920062_620.htm","DEFR","Message concernant une modification de l'arrêté fédéral sur l'Office national suisse du tourisme du 19 août 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107120"
19920063,"Finanzen, Gesundheit, Alkohol, Alkoholismus, Alkoholverwaltung, Finanzhaushalt","","92.063","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920063_620.htm","DFF","Régie des alcools. Gestion et compte 1991/1992",""
19920064,"Finanzen, Finanzhaushalt, Militär, Sicherheitspolitik, Rüstung, Rüstungsbetrieb, BRBT, Staatspolitik, Bundespersonal, Verwaltung, Bundesverwaltung, Verkehr, öffentlicher Verkehr, Rüstungspolitik","","92.064","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920064_620.htm","ChF","Budget de la Confédération pour 1993",""
19920065,"Europapolitik, internationales Uebereinkommen, GUS, Georgien, Osteuropa, Mitteleuropa","FF 1992 V 469","92.065","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920065_620.htm","DFAE","Message complémentaire sur la poursuite de la coopération renforcée avec les Etats d'Europe centrale et orientale du 1er juillet 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107086"
19920066,"Wohneigentum, Wohneigentumsförderung, BVG, Vorsorgeeinrichtung, Pensionskasse, Wohnungsbau, Berufliche Vorsorge, Soziale Fragen, Sozialversicherung, Wohnungswesen, Wohnung, Zweite Säule, Pensionierung, Pension, Rente","FF 1992 VI 229","92.066","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920066_620.htm","DFI","Message concernant l'encouragement à la propriété du logement au moyen de la prévoyance professionnelle du 19 août 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107163"
19920067,"Krankenversicherung, Krankenkassenprämie, Spitaltarif, Gesundheit, Soziale Fragen, Sozialversicherung, Krankenkasse, Kostenexplosion, Prämienexplosion, Kostendämpfung","FF 1992 V 885","92.067","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920067_620.htm","DFI","Message concernant des mesures temporaires contre l'augmentation des coûts dans l'assurance-maladie (Nouveau programme de mesures 1993-1994) du 19 août 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107108"
19920068,"Europarat, Geldwäscherei, bürgerliches Strafrecht, internationales Übereinkommen, Europapolitik, Recht, Sorgfaltspflicht","FF 1992 VI 8","92.068","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920068_620.htm","DFJP","Message concernant la ratification par la Suisse de la Convention n° 141 du Conseil de l'Europe relative au blanchiment, au dépistage, à la saisie et à la confiscation du produit du crime du 19 août 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107134"
19920069,"Tschechoslowakei, EFTA, Aussenhandel, CSFR, Tschechien, Slowakei, Aussenwirtschaft, Freihandelsabkommen, internationales Übereinkommen","FF 1992 V 909","92.069","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920069_620.htm","DFAE","Message concernant l'approbation de l'Accord du 20 mars 1992 entre les Etats de l'AELE et la République fédérative tchèque et slovaque (RFTS) du 19 août 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107112"
19920070,"Landwirtschaft (allgemein); Agrarpolitik (allgemein); Volksinitiative; Gegenvorschlag; biologische Landwirtschaft; landwirtschaftliches Einkommen; Erhaltung der Landwirtschaft; Rückzug","FF 1992 VI 284","92.070","https://www.parlament.ch/fr/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19920070","DEFR","Message et projets d'arrêtés du 19 août 1992 concernant les deux initiatives populaires: ""pour une agriculture paysanne compétitive et respectueuse de l'environnement"" (Initiative de l'Union suisse des paysans), et ""Paysans et consommateurs - pour une agriculture en accord avec la nature"" (Initiative des paysans et des consommateurs).","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107164"
19920071,"Blauhelmtruppe, UNO, KSZE, Friedenssicherung, Friedensförderung, Militär, Sicherheitspolitik, internationales Übereinkommen, Blauhelm, Friedenspolitik, Frieden, Aussenpolitik","FF 1992 V 1077","92.071","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920071_620.htm","DDPS","Message relatif à la loi fédérale concernant les troupes suisses chargées d'opérations en faveur du maintien de la paix du 24 août 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107119"
19920072,"Erdöl, Erdgas, Swisspetrol, Energie, Wissenschaft, Forschung, Erdölforschung, Erdgasforschung","FF 1992 V 1044","92.072","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920072_620.htm","DETEC","Message sur la prorogation du crédit d'engagement pour l'octroi d'une aide financière à la SA Swisspetrol Holding en vue de la continuation de la prospection d'hydrocarbures en Suisse du 24 août 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107114"
19920073,"Gewährleistung kantonaler Verfassungen; Kantonsverfassung; Nidwalden; Freiburg (Kanton); Thurgau; Neuenburg (Kanton); Genf (Kanton)","FF 1992 V 1157","92.073","https://www.parlament.ch/fr/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19920073","DFJP","Message et projet d'arrêté du 31 août 1992 concernant la garantie des constitutions révisées des cantons d'Unterwald-le-Bas, de Fribourg, de Thurgovie, de Neuchâtel et de Genève.","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107127"
19920074,"ETH, Forstschule, Bildung, Hochschule, Universität, Umweltschutz, ETH-Gesetz, EPF, ETHZ, EPFL, Lausanne, Zürich, Umwelt, Forstwesen, Wald","FF 1992 VI 1","92.074","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920074_620.htm","DFI","Message concernant l'abrogation de textes législatifs actuels en vue de l'entrée en vigueur de la loi sur les EPF du 4 octobre 1991 du 9 septembre 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107133"
19920075,"Rechtshilfe, Australien, Recht, Strafrecht, Rechtshilfegesetz, Aussenpolitik, internationales Übereinkommen, IRSG
","FF 1992 VI 181","92.075","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920075_620.htm","DFJP","Message concernant le Traité entre la Suisse et l'Australie sur l'entraide judiciaire en matière pénale du 9 septembre 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107157"
19920076,"Verkehr, Schienenverkehr, Eisenbahn, Finanzen, Finanzhaushalt","FF 1992 VI 353","92.076","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920076_620.htm","DETEC","Message concernant le budget des Chemins de fer fédéraux pour 1993 du 21 octobre 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107173"
19920079,"Ausländerfragen, Einbürgerung, Bürgerrecht, Staatspolitik, Staatsangehörigkeit, Staatsbürgerrecht, Staatsbürgerschaft, Nationalität, Ausländer","FF 1992 VI 493","92.079","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920079_620.htm","DFJP","Message sur la naturalisation facilitée des jeunes étrangers du 28 octobre 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107196"
19920080,"Militär, Sicherheitspolitik, Kampfflugzeug, FA-18, F/A-18, GSoA, Volksinitiative","FF 1992 VI 432","92.080","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920080_620.htm","DDPS","Message concernant l'initiative populaire «pour une Suisse sans nouveaux avions de combat» du 28 octobre 1992","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107186"
19920082,"","FF 1993 I 189","92.082","https://www.parlament.ch/fr/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19920082","DFF","Message du 14 décembre 1992 concernant la révision de la loi fédérale sur les fonds de placement (Loi sur les fonds de placement; LFP).","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107260"
19920405,NA,"FF 1995 III 102","92.405",NA,"Parl","Initiative parlementaire Révision de la loi sur les banques. Haute surveillance du Parlement sur la Commission fédérale des banques Rapport de la Commission de l'économie et des redevances du Conseil des Etats du 4 novembre 1994","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10108231"
19920406,"Staatspolitik, Parlament, Parlamentsdienste, PD, Kultur, Sprache, Italienisch, sprachliche Minderheit, Sprachgruppe","","92.406","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920406_620.htm","Parl","Initiative parlementaire. Arrêté fédéral sur les services du Parlement. Complément",""
19920414,NA,"FF 1996 II 245","92.414",NA,"Parl","Initiative parlementaire Remboursement de l'impôt anticipé. Bonification des intérêts (Reimann Maximilian) Rapport de la Commission de l'économie et des redevances du Conseil national (CER-N) du 14 novembre 1995","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10108582"
19920416,"Landwirtschaft, Solidaritätsbeitrag, LwG, Landwirtwschaftsgesetz
","","92.416","https://www.parlament.ch/afs/data/f/gesch/1992/f_gesch_19920416_620.htm","Parl","Initiative parlementaire. Contributions de solidarité dans l'agriculture",""
19920418,NA,"FF 1994 III 519","92.418","https://www.parlament.ch/fr/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19920418","Parl","Initiative parlementaire Forme du testament olographe (Initiative Guinand) Rapport de la commission des affaires juridiques du Conseil national du 10 mai 1994","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107847"
19930001,"Medien, Kommunikation, Finanzen, Post, PTT","","93.001","https://www.parlament.ch/afs/data/f/gesch/1993/f_gesch_19930001_620.htm","DETEC","PTT. Gestion et comptes 1992",""
19930002,NA,"FF 1993 I 161","93.002",NA,"DETEC","Message concernant l'extension de la concession des Chemins de fer électriques veveysans (CEV) au parcours Blonay-Chamby du 13 janvier 1993","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107254"
19930006,"Armeereform, Militär, Wehrpflicht, Zivilschutz, Sicherheitspolitik, Wehrpflicht, Entlassung","FF 1993 I 713","93.006","https://www.parlament.ch/afs/data/f/gesch/1993/f_gesch_19930006_620.htm","DDPS","Message concernant la libération anticipée des obligations militaires et le passage dans la protection civile du 20 janvier 1993","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107278"
19930007,NA,"FF 1993 I 576","93.007",NA,"DEFR","Rapport concernant les mesures tarifaires prises pendant le 2e semestre 1992 du 20 janvier 1993","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107262"
19930008,NA,"FF 1993 I 293","93.008",NA,"DEFR","Rapport sur la politique économique extérieure 92/1+2 et Messages concernant des accords économiques internationaux du 20 janvier 1993","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107261"
19930009,NA,"FF 1993 I 965","93.009",NA,"DFJP","Message sur le rattachement du district bernois de Laufon au canton de Bâle-Campagne et sur la garantie de la constitution révisée du canton de Bâle-Campagne du 27 janvier 1993","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107288"
19930010,"Arbeitslosenversicherung, Taggeld, Unterhaltspflicht, Arbeit, Wirtschaft, ALV, Soziale Fragen, Sozialversicherung, ALVG, Arbeitslosenversicherungsgesetz, Arbeitslosigkeit, Unterhalt, Unterhaltsanspruch, Unterhaltszahlung","FF 1993 I 645","93.010","https://www.parlament.ch/afs/data/f/gesch/1993/f_gesch_19930010_620.htm","DEFR","Message à l'appui d'un arrêté fédéral sur les mesures en matière d'assurance-chômage du 27 janvier 1993","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107272"
19930011,NA,"FF 1993 II 732","93.011",NA,"DETEC","Message sur une convention avec l'Italie concernant la navigation sur le lac Majeur et le lac de Lugano du 3 février 1993","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107395"
19930012,"EMRK, Menschenrechtskommission, Europapolitik, Recht, Menschenrecht, Bürgerliches Strafrecht, Todesstrafe, internationales Übereinkommen","FF 1993 I 943","93.012","https://www.parlament.ch/afs/data/f/gesch/1993/f_gesch_19930012_620.htm","DFAE","Message sur l'adhésion de la Suisse au deuxième Protocole facultatif se rapportant au Pacte international relatif aux droits civils et politiques, visant à abolir la peine de mort du 3 février 1993","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107284"
19930014,"Finanzen, Finanzhaushalt, Militär, Sicherheitspolitik, Rüstung, Rüstungsbetrieb, BRBT, Rüstungspolitik","","93.014","https://www.parlament.ch/afs/data/f/gesch/1993/f_gesch_19930014_620.htm","ChF","Message concernant le compte d'Etat 1992","https://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=90000441&action=open"
19930015,"Finanzen, Finanzhaushalt, Gesundheit, Alkohol, Alkoholismus","","93.015","https://www.parlament.ch/afs/data/f/gesch/1993/f_gesch_19930015_620.htm","DFF","Régie des alcools. Budget 1993/1994",""
19930018,"Staatspolitik, Regierung, Soziale Fragen, Sozialversicherung, Bundesrat, Bundesbehörde, Recht, Bundesgericht, Versicherungsgericht","","93.018","https://www.parlament.ch/afs/data/f/gesch/1993/f_gesch_19930018_620.htm","ChF","Rapport de gestion du Conseil fédéral pour 1992",""
19930021,"","FF 1993 I 1141","93.021","https://www.parlament.ch/fr/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19930021","DFAE","Message et projets d'arrêtés du 17 février 1993 concernant le financement de nouveaux prêts à la Fondation des immeubles pour les organisations internationales (FIPOI) à Genève en vue de la construction d'un immeuble administratif en faveur du CERN et pour un crédit d'études en faveur de l'OMM.","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107324"
19930022,"","FF 1993 I 1093","93.022","https://www.parlament.ch/fr/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19930022","DFJP","Message et projet de loi du 17 février 1993 concernant la révision du code civil suisse (abaissement de l'âge de la majorité civile et matrimoniale, obligation d'entretien des père et mère).","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107318"
19930023,"Medien, Kommunikation, Finanzen, Post, PTT","","93.023","https://www.parlament.ch/afs/data/f/gesch/1993/f_gesch_19930023_620.htm","DETEC","PTT. Budget 1993",""
19930024,"","FF 1993 I 1163","93.024","https://www.parlament.ch/fr/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19930024","DFJP","Message du 24 février 1993 concernant la loi fédérale sur l'égalité entre femmes et hommes (loi sur l'égalité) et l'arrêté fédéral relatif à une modification de l'ordonnance concernant l'attribution des offices aux départements et des services à la Chancellerie fédérale.","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107325"
19930025,"","FF 1993 I 1269","93.025","https://www.parlament.ch/fr/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19930025","DFF","Message et projet de loi du 24 février 1993 sur les bourses et le commerce des valeurs mobilières (Loi sur les bourses; LVBM).","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10107330"
