"rs_id","title","source","rs_link","abreviation","ro_source","decision_date","history_link","pdf_in_force","pdf_entry_in_force","n_full_text_pdf","n_modifications","admin_id","pdf_in_force2","page_length","entry_in_force","international"
"711","Loi fédérale du 20 juin 1930 sur l’expropriation (LEx)","/opc/fr/classified-compilation/71.html","/opc/fr/classified-compilation/19300026/index.html","LEx","RO 47 701","1930-06-20","/opc/fr/classified-compilation/19300026/history.html","201201010000/711.pdf","2012-01-01",3,8,19300026,"https://www.admin.ch/opc/fr/classified-compilation/19300026/201201010000/711.pdf",38,"1932-01-01",0
"711.1","Ordonnance du 13 février 2013 relative à la procédure devant les commissions fédérales d’estimation","/opc/fr/classified-compilation/71.html","/opc/fr/classified-compilation/20122019/index.html","NA","RO 2013 719","2013-02-13","/opc/fr/classified-compilation/20122019/history.html","201304010000/711.1.pdf","2013-04-01",1,0,20122019,"https://www.admin.ch/opc/fr/classified-compilation/20122019/201304010000/711.1.pdf",12,"2013-04-01",0
"711.11","Ordonnance du 17 mai 1972 sur les arrondissements fédéraux d’estimation","/opc/fr/classified-compilation/71.html","/opc/fr/classified-compilation/19720107/index.html","NA","RO 1972 941","1972-05-17","/opc/fr/classified-compilation/19720107/history.html","199701010000/711.11.pdf","1997-01-01",1,2,19720107,"https://www.admin.ch/opc/fr/classified-compilation/19720107/199701010000/711.11.pdf",2,"1972-08-01",0
"711.12","Ordonnance du 17 mai 1972 fixant le nombre des membres nommés par les cantons dans les commissions fédérales d’estimation","/opc/fr/classified-compilation/71.html","/opc/fr/classified-compilation/19720110/index.html","NA","RO 1972 943","1972-05-17","/opc/fr/classified-compilation/19720110/history.html","199701010000/711.12.pdf","1997-01-01",1,2,19720110,"https://www.admin.ch/opc/fr/classified-compilation/19720110/199701010000/711.12.pdf",2,"1972-08-01",0
"711.2000000000001","Ordonnance du 13 février 2013 concernant les demandes d’indemnités formées en vertu de l’art. 15 de la loi fédérale sur l’expropriation","/opc/fr/classified-compilation/71.html","/opc/fr/classified-compilation/20122020/index.html","NA","RO 2013 733","2013-02-13","/opc/fr/classified-compilation/20122020/history.html","201304010000/711.2.pdf","2013-04-01",1,0,20122020,"https://www.admin.ch/opc/fr/classified-compilation/20122020/201304010000/711.2.pdf",2,"2013-04-01",0
"711.3","Ordonnance du 13 février 2013 sur les émoluments et indemnités à percevoir dans la procédure d’expropriation","/opc/fr/classified-compilation/71.html","/opc/fr/classified-compilation/20123165/index.html","NA","RO 2013 735","2013-02-13","/opc/fr/classified-compilation/20123165/history.html","201304010000/711.3.pdf","2013-04-01",1,0,20123165,"https://www.admin.ch/opc/fr/classified-compilation/20123165/201304010000/711.3.pdf",8,"2013-04-01",0
"721.1","Loi fédérale du 21 juin 1991 sur l’aménagement des cours d’eau","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/19910136/index.html","NA","RO 1993 234","1991-06-21","/opc/fr/classified-compilation/19910136/history.html","201101010000/721.100.pdf","2011-01-01",3,6,19910136,"https://www.admin.ch/opc/fr/classified-compilation/19910136/201101010000/721.100.pdf",6,"1993-01-01",0
"721.100.1","Ordonnance du 2 novembre 1994 sur l’aménagement des cours d’eau (OACE)","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/19940305/index.html","OACE","RO 1994 2502","1994-11-02","/opc/fr/classified-compilation/19940305/history.html","201601010000/721.100.1.pdf","2016-01-01",5,8,19940305,"https://www.admin.ch/opc/fr/classified-compilation/19940305/201601010000/721.100.1.pdf",12,"1994-12-01",0
"721.101","Loi fédérale du 1er octobre 2010 sur les ouvrages d’accumulation (LOA)","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/20030067/index.html","LOA","RO 2012 5985","2010-10-01","/opc/fr/classified-compilation/20030067/history.html","201301010000/721.101.pdf","2013-01-01",1,0,20030067,"https://www.admin.ch/opc/fr/classified-compilation/20030067/201301010000/721.101.pdf",10,"2013-01-01",0
"721.101.1","Ordonnance du 17 octobre 2012 sur les ouvrages d’accumulation (OSOA)","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/20112424/index.html","OSOA","RO 2012 5995","2012-10-17","/opc/fr/classified-compilation/20112424/history.html","201301010000/721.101.1.pdf","2013-01-01",1,0,20112424,"https://www.admin.ch/opc/fr/classified-compilation/20112424/201301010000/721.101.1.pdf",12,"2013-01-01",0
"721.311","Arrêté fédéral du 24 juin 1938 allouant une subvention au canton de Zurich pour une correction de la Limmat et la construction, à Zurich, d’un nouveau barrage de régularisation des niveaux du lac de Zurich","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/19380042/index.html","NA","RO 54 289","1938-06-24","/opc/fr/classified-compilation/19380042/history.html","193904040000/721.311.pdf","1939-04-04",1,1,19380042,"https://www.admin.ch/opc/fr/classified-compilation/19380042/193904040000/721.311.pdf",4,"1938-06-24",0
"721.312","Arrêté fédéral du 20 septembre 1935 allouant une subvention au canton de Berne pour la construction d’un nouveau barrage à Nidau-Port","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/19350062/index.html","NA","RO 51 657","1935-09-20","/opc/fr/classified-compilation/19350062/history.html","193509200000/721.312.pdf","1935-09-20",1,0,19350062,"https://www.admin.ch/opc/fr/classified-compilation/19350062/193509200000/721.312.pdf",4,"1935-09-20",0
"721.313","Convention du 9 octobre 1858 touchant l’amélioration des conditions d’écoulement du lac à Lucerne","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/18580001/index.html","NA","RO VI 141","1858-10-09","/opc/fr/classified-compilation/18580001/history.html","185810090000/721.313.pdf","1858-10-09",1,0,18580001,"https://www.admin.ch/opc/fr/classified-compilation/18580001/185810090000/721.313.pdf",4,"1858-10-09",0
"721.322","Arrêté fédéral du 15 décembre 1903 allouant une subvention fédérale au canton de Vaud en faveur de la régularisation des lacs de la Vallée de Joux","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/19030019/index.html","NA","RO 19 776","1903-12-15","/opc/fr/classified-compilation/19030019/history.html","190312150000/721.322.pdf","1903-12-15",1,0,19030019,"https://www.admin.ch/opc/fr/classified-compilation/19030019/190312150000/721.322.pdf",2,"1903-12-15",0
"721.3250000000001","Arrêté fédéral du 7 décembre 1956 approuvant la convention entre la Suisse et l’Italie au sujet de la régularisation du lac de Lugano ainsi que l’allocation d’une subvention au canton du Tessin","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/19560261/index.html","NA","RO 1958 261","1956-12-07","/opc/fr/classified-compilation/19560261/history.html","195802150000/721.325.pdf","1958-02-15",1,0,19560261,"https://www.admin.ch/opc/fr/classified-compilation/19560261/195802150000/721.325.pdf",2,"1958-02-15",0
"721.8","Loi fédérale du 22 décembre 1916 sur l’utilisation des forces hydrauliques (Loi sur les forces hydrauliques, LFH)","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/19160015/index.html","LFH","RO 33 191","1916-12-22","/opc/fr/classified-compilation/19160015/history.html","201207010000/721.80.pdf","2012-07-01",3,13,19160015,"https://www.admin.ch/opc/fr/classified-compilation/19160015/201207010000/721.80.pdf",30,"1918-01-01",0
"721.801","Ordonnance du 2 février 2000 sur l’utilisation des forces hydrauliques (OFH)","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/20000115/index.html","OFH","RO 2000 732","2000-02-02","/opc/fr/classified-compilation/20000115/history.html","200610010000/721.801.pdf","2006-10-01",1,1,20000115,"https://www.admin.ch/opc/fr/classified-compilation/20000115/200610010000/721.801.pdf",2,"2000-03-01",0
"721.821","Ordonnance du 25 octobre 1995 sur la compensation des pertes subies dans l’utilisation de la force hydraulique (OCFH)","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/19950373/index.html","OCFH","RO 1995 4856","1995-10-25","/opc/fr/classified-compilation/19950373/history.html","200801010000/721.821.pdf","2008-01-01",2,3,19950373,"https://www.admin.ch/opc/fr/classified-compilation/19950373/200801010000/721.821.pdf",12,"1995-11-15",0
"721.831","Règlement du 12 février 1918 concernant le calcul des redevances en matière de droits d’eau (RDE)","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/19180003/index.html","RDE","RO 34 210","1918-02-12","/opc/fr/classified-compilation/19180003/history.html","198601010000/721.831.pdf","1986-01-01",1,4,19180003,"https://www.admin.ch/opc/fr/classified-compilation/19180003/198601010000/721.831.pdf",6,"1918-01-01",0
"721.832","Ordonnance du 16 avril 1997 sur la part à la redevance hydraulique annuelle","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/19970146/index.html","NA","RO 1997 1006","1997-04-16","/opc/fr/classified-compilation/19970146/history.html","199705010000/721.832.pdf","1997-05-01",1,0,19970146,"https://www.admin.ch/opc/fr/classified-compilation/19970146/199705010000/721.832.pdf",2,"1997-05-01",0
"725.11","Loi fédérale du 8 mars 1960 sur les routes nationales (LRN)","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/19600028/index.html","LRN","RO 1960 569","1960-03-08","/opc/fr/classified-compilation/19600028/history.html","201601010000/725.11.pdf","2016-01-01",3,9,19600028,"https://www.admin.ch/opc/fr/classified-compilation/19600028/201601010000/725.11.pdf",26,"1960-06-21",0
"725.111","Ordonnance du 7 novembre 2007 sur les routes nationales (ORN)","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/20071952/index.html","ORN","RO 2007 5957","2007-11-07","/opc/fr/classified-compilation/20071952/history.html","201601010000/725.111.pdf","2016-01-01",5,4,20071952,"https://www.admin.ch/opc/fr/classified-compilation/20071952/201601010000/725.111.pdf",28,"2008-01-01",0
"725.111.31","Ordonnance du DETEC du 4 décembre 2007 concernant l’acquisition de terrain pour l’achèvement du réseau des routes nationales tel qu’il a été décidé","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/20072741/index.html","NA","RO 2007 7057","2007-12-04","/opc/fr/classified-compilation/20072741/history.html","200801010000/725.111.31.pdf","2008-01-01",1,0,20072741,"https://www.admin.ch/opc/fr/classified-compilation/20072741/200801010000/725.111.31.pdf",6,"2008-01-01",0
"725.113.11","Arrêté fédéral du 21 juin 1960 sur le réseau des routes nationales","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/19600092/index.html","NA","RO 1960 912","1960-06-21","/opc/fr/classified-compilation/19600092/history.html","200201010000/725.113.11.pdf","2002-01-01",1,7,19600092,"https://www.admin.ch/opc/fr/classified-compilation/19600092/200201010000/725.113.11.pdf",6,"1960-06-21",0
"725.113.111","Ordonnance du 16 décembre 1985 concernant des adaptations dans la liste des routes nationales suisses","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/19850328/index.html","NA","RO 1986 35","1985-12-16","/opc/fr/classified-compilation/19850328/history.html","198601010000/725.113.111.pdf","1986-01-01",1,0,19850328,"https://www.admin.ch/opc/fr/classified-compilation/19850328/198601010000/725.113.111.pdf",2,"1986-01-01",0
"725.116.2","Loi fédérale du 22 mars 1985 concernant l’utilisation de l’impôt sur les huiles minérales à affectation obligatoire et de la redevance autoroutière (LUMin)","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/19850046/index.html","LUMin","RO 1985 834","1985-03-22","/opc/fr/classified-compilation/19850046/history.html","201701010000/725.116.2.pdf","2017-01-01",6,15,19850046,"https://www.admin.ch/opc/fr/classified-compilation/19850046/201701010000/725.116.2.pdf",20,"1985-01-01",0
"725.116.21","Ordonnance du 7 novembre 2007 concernant l’utilisation de l’impôt sur les huiles minérales à affectation obligatoire dans le trafic routier (OUMin)","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/20071957/index.html","OUMin","RO 2007 5987","2007-11-07","/opc/fr/classified-compilation/20071957/history.html","201601010000/725.116.21.pdf","2016-01-01",5,4,20071957,"https://www.admin.ch/opc/fr/classified-compilation/20071957/201601010000/725.116.21.pdf",30,"2008-01-01",0
"725.116.22","Ordonnance du 29 juin 2011 concernant l’utilisation de l’impôt sur les huiles minérales à affectation obligatoire en faveur de mesures dans le domaine du trafic aérien (OMinTA)","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/20110072/index.html","OMinTA","RO 2011 3473","2011-06-29","/opc/fr/classified-compilation/20110072/history.html","201601010000/725.116.22.pdf","2016-01-01",2,1,20110072,"https://www.admin.ch/opc/fr/classified-compilation/20110072/201601010000/725.116.22.pdf",6,"2011-08-01",0
"725.13","Loi fédérale du 6 octobre 2006 sur le fonds d’infrastructure pour le trafic d’agglomération, le réseau des routes nationales de même que pour les routes principales dans les régions de montagne et les régions périphériques (Loi sur le fonds d’infrastructure, LFInfr)","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/20051958/index.html","LFInfr","RO 2007 6017","2006-10-06","/opc/fr/classified-compilation/20051958/history.html","201601010000/725.13.pdf","2016-01-01",5,4,20051958,"https://www.admin.ch/opc/fr/classified-compilation/20051958/201601010000/725.13.pdf",8,"2008-01-01",0
"725.14","Loi fédérale du 17 juin 1994 sur le transit routier dans la région alpine (LTRA)","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/19940137/index.html","LTRA","RO 1994 2712","1994-06-17","/opc/fr/classified-compilation/19940137/history.html","201609010000/725.14.pdf","2016-09-01",1,1,19940137,"https://www.admin.ch/opc/fr/classified-compilation/19940137/201609010000/725.14.pdf",2,"1995-01-01",0
"725.151","Arrêté fédéral du 17 décembre 1958 approuvant la convention entre la Confédération suisse et la République italienne, relative à la construction et à l’exploitation d’un tunnel routier sous le Grand-Saint-Bernard","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/19580255/index.html","NA","RO 1959 1385","1958-12-17","/opc/fr/classified-compilation/19580255/history.html","195906130000/725.151.pdf","1959-06-13",1,0,19580255,"https://www.admin.ch/opc/fr/classified-compilation/19580255/195906130000/725.151.pdf",2,"1959-06-13",0
"725.151.1","Convention du 23 mai 1958 entre la Confédération suisse et les cantons de Vaud et du Valais au sujet du tunnel routier sous le Grand-Saint-Bernard","/opc/fr/classified-compilation/72.html","/opc/fr/classified-compilation/19580076/index.html","NA","RO 1959 1391","1958-05-23","/opc/fr/classified-compilation/19580076/history.html","195906130000/725.151.1.pdf","1959-06-13",1,0,19580076,"https://www.admin.ch/opc/fr/classified-compilation/19580076/195906130000/725.151.1.pdf",4,"1959-06-13",0
"730","Loi du 26 juin 1998 sur l’énergie (LEne)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/19983485/index.html","LEne","RO 1999 197","1998-06-26","/opc/fr/classified-compilation/19983485/history.html","201701010000/730.0.pdf","2017-01-01",9,12,19983485,"https://www.admin.ch/opc/fr/classified-compilation/19983485/201701010000/730.0.pdf",20,"1999-01-01",0
"730.01","Ordonnance du 7 décembre 1998 sur l’énergie (OEne)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/19983391/index.html","OEne","RO 1999 207","1998-12-07","/opc/fr/classified-compilation/19983391/history.html","201701010000/730.01.pdf","2017-01-01",25,39,19983391,"https://www.admin.ch/opc/fr/classified-compilation/19983391/201701010000/730.01.pdf",214,"1999-01-01",0
"730.010.1","Ordonnance du DETEC du 24 novembre 2006 sur l’attestation du type de production et de l’origine de l’électricité (OAOr)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20063055/index.html","OAOr","RO 2006 5361","2006-11-24","/opc/fr/classified-compilation/20063055/history.html","201401010000/730.010.1.pdf","2014-01-01",6,5,20063055,"https://www.admin.ch/opc/fr/classified-compilation/20063055/201401010000/730.010.1.pdf",6,"2006-12-20",0
"730.011.1","Ordonnance du DETEC du 1er juillet 2016 sur les données figurant sur l’étiquette-énergie des voitures de tourisme neuves (OEE-VT)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20161201/index.html","OEE-VT","RO 2016 2731","2016-07-01","/opc/fr/classified-compilation/20161201/history.html","201701010000/730.011.1.pdf","2017-01-01",1,0,20161201,"https://www.admin.ch/opc/fr/classified-compilation/20161201/201701010000/730.011.1.pdf",4,"2017-01-01",0
"730.012.1","Ordonnance du 15 avril 2003 sur la procédure d’expertise énergétique des chauffe-eau, des réservoirs d’eau chaude et des accumulateurs de chaleur","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20022491/index.html","NA","RO 2003 769","2003-04-15","/opc/fr/classified-compilation/20022491/history.html","200305010000/730.012.1.pdf","2003-05-01",1,0,20022491,"https://www.admin.ch/opc/fr/classified-compilation/20022491/200305010000/730.012.1.pdf",12,"2003-05-01",0
"730.014.1","Ordonnance du DETEC du 11 mars 2016 concernant le calcul des coûts imputables des mesures d’exploitation visant à assainir des centrales hydroélectriques (Ocach)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20141856/index.html","Ocach","RO 2016 957","2016-03-11","/opc/fr/classified-compilation/20141856/history.html","201604010000/730.014.1.pdf","2016-04-01",1,0,20141856,"https://www.admin.ch/opc/fr/classified-compilation/20141856/201604010000/730.014.1.pdf",4,"2016-04-01",0
"730.05","Ordonnance du 22 novembre 2006 sur les émoluments et les taxes de surveillance dans le domaine de l’énergie (Oémol-En)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20062479/index.html","Oémol-En","RO 2006 4889","2006-11-22","/opc/fr/classified-compilation/20062479/history.html","201506010000/730.05.pdf","2015-06-01",7,7,20062479,"https://www.admin.ch/opc/fr/classified-compilation/20062479/201506010000/730.05.pdf",10,"2007-01-01",0
"732.1","Loi du 21 mars 2003 sur l’énergie nucléaire (LENu)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20010233/index.html","LENu","RO 2004 4719","2003-03-21","/opc/fr/classified-compilation/20010233/history.html","201709010000/732.1.pdf","2017-09-01",5,8,20010233,"https://www.admin.ch/opc/fr/classified-compilation/20010233/201709010000/732.1.pdf",38,"2005-02-01",0
"732.11","Ordonnance du 10 décembre 2004 sur l’énergie nucléaire (OENu)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20042217/index.html","OENu","RO 2005 601","2004-12-10","/opc/fr/classified-compilation/20042217/history.html","201706010000/732.11.pdf","2017-06-01",8,9,20042217,"https://www.admin.ch/opc/fr/classified-compilation/20042217/201706010000/732.11.pdf",56,"2005-02-01",0
"732.112.1","Ordonnance du DETEC du 16 avril 2008 sur les hypothèses de risque et sur les mesures de sûreté pour les installations et les matières nucléaires","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20071449/index.html","NA","RO 2008 1813","2008-04-16","/opc/fr/classified-compilation/20071449/history.html","200805010000/732.112.1.pdf","2008-05-01",1,0,20071449,"https://www.admin.ch/opc/fr/classified-compilation/20071449/200805010000/732.112.1.pdf",4,"2008-05-01",0
"732.112.2","Ordonnance du DETEC du 17 juin 2009 sur les hypothèses de risque et sur l’évaluation de la protection contre les défaillances dans les installations nucléaires","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20090231/index.html","NA","RO 2009 3551","2009-06-17","/opc/fr/classified-compilation/20090231/history.html","200908010000/732.112.2.pdf","2009-08-01",1,0,20090231,"https://www.admin.ch/opc/fr/classified-compilation/20090231/200908010000/732.112.2.pdf",8,"2009-08-01",0
"732.114.5","Ordonnance du DETEC du 16 avril 2008 sur la méthode et sur les standards de vérification des critères de la mise hors service provisoire d’une centrale nucléaire","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20071450/index.html","NA","RO 2008 1817","2008-04-16","/opc/fr/classified-compilation/20071450/history.html","200805010000/732.114.5.pdf","2008-05-01",1,0,20071450,"https://www.admin.ch/opc/fr/classified-compilation/20071450/200805010000/732.114.5.pdf",4,"2008-05-01",0
"732.12","Ordonnance du 21 mars 2012 sur l’application de garanties","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20103179/index.html","NA","RO 2012 1703","2012-03-21","/opc/fr/classified-compilation/20103179/history.html","201607010000/732.12.pdf","2016-07-01",3,2,20103179,"https://www.admin.ch/opc/fr/classified-compilation/20103179/201607010000/732.12.pdf",28,"2012-05-01",0
"732.13","Ordonnance du 9 juin 2006 sur les récipients et conduites classés pour la sécurité des installations nucléaires (ORCSN)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20051296/index.html","ORCSN","RO 2006 2437","2006-06-09","/opc/fr/classified-compilation/20051296/history.html","200901010000/732.13.pdf","2009-01-01",2,1,20051296,"https://www.admin.ch/opc/fr/classified-compilation/20051296/200901010000/732.13.pdf",12,"2006-07-01",0
"732.143.1","Ordonnance du 9 juin 2006 sur les qualifications du personnel des installations nucléaires (OQPN)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20051292/index.html","OQPN","RO 2006 2451","2006-06-09","/opc/fr/classified-compilation/20051292/history.html","200901010000/732.143.1.pdf","2009-01-01",2,1,20051292,"https://www.admin.ch/opc/fr/classified-compilation/20051292/200901010000/732.143.1.pdf",22,"2006-07-01",0
"732.143.2","Ordonnance du 9 juin 2006 sur les équipes de surveillance des installations nucléaires (OESN)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20051294/index.html","OESN","RO 2006 2471","2006-06-09","/opc/fr/classified-compilation/20051294/history.html","200901010000/732.143.2.pdf","2009-01-01",2,1,20051294,"https://www.admin.ch/opc/fr/classified-compilation/20051294/200901010000/732.143.2.pdf",10,"2006-07-01",0
"732.143.3","Ordonnance du 9 juin 2006 sur les contrôles de sécurité relatifs aux personnes dans le domaine des installations nucléaires (OCSPN)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20051295/index.html","OCSPN","RO 2006 2481","2006-06-09","/opc/fr/classified-compilation/20051295/history.html","201104010000/732.143.3.pdf","2011-04-01",3,2,20051295,"https://www.admin.ch/opc/fr/classified-compilation/20051295/201104010000/732.143.3.pdf",4,"2006-07-01",0
"732.16","Ordonnance du 12 novembre 2008 sur la Commission fédérale de sécurité nucléaire (OCSN)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20081263/index.html","OCSN","RO 2008 5741","2008-11-12","/opc/fr/classified-compilation/20081263/history.html","201401010000/732.16.pdf","2014-01-01",2,1,20081263,"https://www.admin.ch/opc/fr/classified-compilation/20081263/201401010000/732.16.pdf",6,"2009-01-01",0
"732.17","Ordonnance du 7 décembre 2007 sur le fonds de désaffectation et sur le fonds de gestion des déchets radioactifs pour les installations nucléaires (Ordonnance sur le fonds de désaffectation et sur le fonds de gestion, OFDG)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20070457/index.html","OFDG","RO 2008 241","2007-12-07","/opc/fr/classified-compilation/20070457/history.html","201601010000/732.17.pdf","2016-01-01",3,2,20070457,"https://www.admin.ch/opc/fr/classified-compilation/20070457/201601010000/732.17.pdf",20,"2008-02-01",0
"732.179","Règlement du DETEC du 27 janvier 2016 sur l’organisation, les principes et les buts du placement des avoirs ainsi que sur le cadre des placements du fonds de désaffectation et du fonds de gestion des déchets radioactifs pour les installations nucléaires","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20152826/index.html","NA","RO 2016 479","2016-01-27","/opc/fr/classified-compilation/20152826/history.html","201602150000/732.179.pdf","2016-02-15",1,0,20152826,"https://www.admin.ch/opc/fr/classified-compilation/20152826/201602150000/732.179.pdf",10,"2016-02-15",0
"732.2000000000001","Loi du 22 juin 2007 sur l’Inspection fédérale de la sécurité nucléaire (LIFSN)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20051479/index.html","LIFSN","RO 2007 5635","2007-06-22","/opc/fr/classified-compilation/20051479/history.html","201201010000/732.2.pdf","2012-01-01",2,1,20051479,"https://www.admin.ch/opc/fr/classified-compilation/20051479/201201010000/732.2.pdf",8,"2008-01-01",0
"732.21","Ordonnance du 12 novembre 2008 sur l’Inspection fédérale de la sécurité nucléaire (OIFSN)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20081262/index.html","OIFSN","RO 2008 5747","2008-11-12","/opc/fr/classified-compilation/20081262/history.html","201111010000/732.21.pdf","2011-11-01",2,1,20081262,"https://www.admin.ch/opc/fr/classified-compilation/20081262/201111010000/732.21.pdf",8,"2009-01-01",0
"732.221","Règlement du personnel de l’Inspection fédérale de la sécurité nucléaire du 17 octobre 2008(Règlement du personnel de l’IFSN)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20082876/index.html","NA","RO 2008 5785","2008-10-17","/opc/fr/classified-compilation/20082876/history.html","201601010000/732.221.pdf","2016-01-01",2,1,20082876,"https://www.admin.ch/opc/fr/classified-compilation/20082876/201601010000/732.221.pdf",12,"2009-01-01",0
"732.222","Règlement du 9 septembre 2008 sur les émoluments de l’Inspection fédérale de la sécurité nucléaire (Règlement sur les émoluments IFSN)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20081838/index.html","NA","RO 2008 5797","2008-09-09","/opc/fr/classified-compilation/20081838/history.html","200901010000/732.222.pdf","2009-01-01",1,0,20081838,"https://www.admin.ch/opc/fr/classified-compilation/20081838/200901010000/732.222.pdf",4,"2009-01-01",0
"732.33","Ordonnance du 20 octobre 2010 sur la protection en cas d’urgence au voisinage des installations nucléaires (Ordonnance sur la protection d’urgence, OPU)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20091050/index.html","OPU","RO 2010 5191","2010-10-20","/opc/fr/classified-compilation/20091050/history.html","201701010000/732.33.pdf","2017-01-01",6,6,20091050,"https://www.admin.ch/opc/fr/classified-compilation/20091050/201701010000/732.33.pdf",24,"2011-01-01",0
"732.345","Ordonnance du 14 décembre 1995 concernant l’engagement de moyens militaires dans le cadre de la protection AC coordonnée et au profit de la Centrale nationale d’alarme (OEMAC)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/19950557/index.html","OEMAC","RO 1996 440","1995-12-14","/opc/fr/classified-compilation/19950557/history.html","199601010000/732.345.pdf","1996-01-01",1,0,19950557,"https://www.admin.ch/opc/fr/classified-compilation/19950557/199601010000/732.345.pdf",4,"1996-01-01",0
"732.4400000000001","Loi fédérale du 18 mars 1983 sur la responsabilité civile en matière nucléaire (LRCN)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/19830065/index.html","LRCN","RO 1983 1886","1983-03-18","/opc/fr/classified-compilation/19830065/history.html","201101010000/732.44.pdf","2011-01-01",4,7,19830065,"https://www.admin.ch/opc/fr/classified-compilation/19830065/201101010000/732.44.pdf",12,"1984-01-01",0
"732.441","Ordonnance du 5 décembre 1983 sur la responsabilité civile en matière nucléaire (ORCN)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/19830352/index.html","ORCN","RO 1983 1898","1983-12-05","/opc/fr/classified-compilation/19830352/history.html","201502150000/732.441.pdf","2015-02-15",5,11,19830352,"https://www.admin.ch/opc/fr/classified-compilation/19830352/201502150000/732.441.pdf",6,"1984-01-01",0
"732.91","Ordonnance du 23 août 1978 sur les conventions additionnelles à l’Accord de garantie conclu conformément au Traité de non-prolifération","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/19780175/index.html","NA","RO 1978 1698","1978-08-23","/opc/fr/classified-compilation/19780175/history.html","197810010000/732.91.pdf","1978-10-01",1,0,19780175,"https://www.admin.ch/opc/fr/classified-compilation/19780175/197810010000/732.91.pdf",2,"1978-10-01",0
"734","Loi fédérale du 24 juin 1902 concernant les installations électriques à faible et à fort courant (Loi sur les installations électriques, LIE)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/19020010/index.html","LIE","RO 19 252","1902-06-24","/opc/fr/classified-compilation/19020010/history.html","200808010000/734.0.pdf","2008-08-01",2,13,19020010,"https://www.admin.ch/opc/fr/classified-compilation/19020010/200808010000/734.0.pdf",16,"1903-02-01",0
