"id","last_name","first_name","gender","citizenship","canton_abbreviation","council_id","council_abbreviation","council_type","faction_id","faction_abbreviation","party_abbreviation","download_date","birth_date","death_date","membership_entry_date","membership_leaving_date","mp_name"
1969,"Egli","Gotthard","m","Entlebuch (LU), Luzern (LU)","LU",2,"CE","S",3,"K","PDC","2016-12-08 18:12:56","1884-12-06","1979-07-17","1951-12-03","1955-12-04","Gotthard Egli"
1189,"Egli","Joseph","m","Mauensee (LU)","LU",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1923-05-30","2007-09-05","1969-03-03","1970-12-31","Joseph Egli"
1189,"Egli","Joseph","m","Mauensee (LU)","LU",1,"CN","N",3,"C","PDC","2016-12-08 18:12:56","1923-05-30","2007-09-05","1971-01-01","1979-11-25","Joseph Egli"
4110,"Egloff","Hans","m","Schaffhausen (SH), Aesch (ZH), Niederrohrdorf (AG)","ZH",1,"CN","N",4,"V","UDC","2016-12-08 18:12:56","1959-11-27","","2011-12-05","2015-11-29","Hans Egloff"
4110,"Egloff","Hans","m","Schaffhausen (SH), Aesch (ZH), Niederrohrdorf (AG)","ZH",1,"CN","N",4,"V","UDC","2016-12-08 18:12:56","1959-11-27","","2015-11-30","","Hans Egloff"
1970,"Egloff","Joh. Konrad","m","Tägerwilen (TG)","TG",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1838-07-09","1907-03-02","1897-12-06","1904-12-01","Joh. Konrad Egloff"
1971,"Ehrler","André","m","Küssnacht am Rigi (SZ)","GE",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1900-01-23","1949-04-01","1933-03-28","1933-12-01","André Ehrler"
317,"Ehrler","Melchior","m","Muotathal (SZ)","AG",1,"CN","N",3,"C","PDC","2016-12-08 18:12:56","1948-09-25","","1995-12-04","2003-11-30","Melchior Ehrler"
1972,"Ehrmann","Karl Hektor","m","Neunkirch (SH)","SH",2,"CE","S",125,"LG","Lib*","2016-12-08 18:12:56","1815-09-17","1850-07-25","1848-11-06","1849-06-01","Karl Hektor Ehrmann"
1973,"Eibel","Robert","m","Krinau (SG)","ZH",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1906-06-07","1986-05-26","1963-12-02","1975-11-30","Robert Eibel"
3875,"Eichenberger-Walther","Corina","f","Bern (BE), Kölliken (AG), Beinwil am See (AG)","AG",1,"CN","N",1,"RL","PLR","2016-12-08 18:12:56","1954-10-14","","2007-12-03","2008-11-21","Corina Eichenberger-Walther"
3875,"Eichenberger-Walther","Corina","f","Bern (BE), Kölliken (AG), Beinwil am See (AG)","AG",1,"CN","N",1,"RL","PLR","2016-12-08 18:12:56","1954-10-14","","2008-11-22","2011-12-04","Corina Eichenberger-Walther"
3875,"Eichenberger-Walther","Corina","f","Bern (BE), Kölliken (AG), Beinwil am See (AG)","AG",1,"CN","N",1,"RL","PLR","2016-12-08 18:12:56","1954-10-14","","2011-12-05","2015-11-29","Corina Eichenberger-Walther"
3875,"Eichenberger-Walther","Corina","f","Bern (BE), Kölliken (AG), Beinwil am See (AG)","AG",1,"CN","N",1,"RL","PLR","2016-12-08 18:12:56","1954-10-14","","2015-11-30","","Corina Eichenberger-Walther"
1974,"Eigenmann","Carl","m","Homburg (TG)","TG",1,"CN","N",99,"-","UDC","2016-12-08 18:12:56","1849-09-19","1931-07-27","1899-12-04","1919-12-31","Carl Eigenmann"
1974,"Eigenmann","Carl","m","Homburg (TG)","TG",1,"CN","N",4,"BGB","UDC","2016-12-08 18:12:56","1849-09-19","1931-07-27","1920-01-01","1931-07-27","Carl Eigenmann"
1975,"Eisenhut","Joh. Konrad","m","Gais (AR), Herisau (AR)","AR",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1843-07-17","1916-03-15","1893-03-13","1908-12-06","Joh. Konrad Eisenhut"
1976,"Eisenhut","Johann Ulrich","m","Gais (AR)","AR",1,"CN","N",126,"MC","Lib*","2016-12-08 18:12:56","1823-08-23","1890-06-11","1883-04-02","1890-06-11","Johann Ulrich Eisenhut"
1977,"Eisenhut","Johannes","m","Gais (AR)","AR",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1856-05-29","1947-11-06","1911-12-04","1912-12-03","Johannes Eisenhut"
1977,"Eisenhut","Johannes","m","Gais (AR)","AR",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1856-05-29","1947-11-06","1912-12-04","1931-12-06","Johannes Eisenhut"
1978,"Eisenring","Johann B.","m","Jonschwil (SG)","SG",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1868-08-12","1925-12-31","1909-12-06","1912-12-03","Johann B. Eisenring"
1978,"Eisenring","Johann B.","m","Jonschwil (SG)","SG",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1868-08-12","1925-12-31","1912-12-04","1919-11-01","Johann B. Eisenring"
731,"Eisenring","Paul","m","Bichelsee (TG)","ZH",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1924-01-09","2016-05-01","1963-12-02","1970-12-31","Paul Eisenring"
731,"Eisenring","Paul","m","Bichelsee (TG)","ZH",1,"CN","N",3,"C","PDC","2016-12-08 18:12:56","1924-01-09","2016-05-01","1971-01-01","1991-11-24","Paul Eisenring"
1979,"Eisenring","Theodor","m","Jonschwil (SG)","SG",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1898-05-01","1961-02-25","1947-12-01","1957-12-31","Theodor Eisenring"
1979,"Eisenring","Theodor","m","Jonschwil (SG)","SG",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1898-05-01","1961-02-25","1958-01-01","1961-02-25","Theodor Eisenring"
1980,"Elsässer","Emil","m","Leuzigen (BE)","BE",1,"CN","N",109,"ER","PDC","2016-12-08 18:12:56","1846-12-26","1924-01-25","1887-12-05","1890-11-30","Emil Elsässer"
1981,"Elsässer","F.-Xavier-M.","m","Pruntrut (JU)","BE",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1805-11-10","1871-12-22","1851-12-01","1854-12-03","F.-Xavier-M. Elsässer"
1982,"Emery","Alexandre","m","Etagnières (VD)","VD",1,"CN","N",7,"L","PLD","2016-12-08 18:12:56","1850-03-09","1931-02-16","1906-11-13","1912-12-03","Alexandre Emery"
1982,"Emery","Alexandre","m","Etagnières (VD)","VD",1,"CN","N",7,"L","PLD","2016-12-08 18:12:56","1850-03-09","1931-02-16","1912-12-04","1917-12-02","Alexandre Emery"
1983,"Enderli","Hans","m","Zürich (ZH), Bassersdorf (ZH)","ZH",1,"CN","N",130,"SPOL","Grut&PS*","2016-12-08 18:12:56","1879-05-22","1944-10-17","1919-12-01","1922-12-03","Hans Enderli"
573,"Eng","Franz","m","Stüsslingen (SO)","SO",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1928-07-19","","1971-11-29","1975-12-31","Franz Eng"
573,"Eng","Franz","m","Stüsslingen (SO)","SO",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1928-07-19","","1976-01-01","1982-11-28","Franz Eng"
573,"Eng","Franz","m","Stüsslingen (SO)","SO",1,"CN*","N",1,"R","PLR","2016-12-08 18:12:56","1928-07-19","","1982-11-29","1983-11-27","Franz Eng"
573,"Eng","Franz","m","Stüsslingen (SO)","SO",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1928-07-19","","1983-11-28","1987-11-29","Franz Eng"
1984,"Engel","Karl","m","Twann (BE)","BE",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1839-01-07","1902-11-11","1886-06-07","1887-02-01","Karl Engel"
318,"Engelberger","Edi","m","Stansstad (NW)","NW",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1940-01-26","","1995-12-04","2003-11-30","Edi Engelberger"
318,"Engelberger","Edi","m","Stansstad (NW)","NW",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1940-01-26","","2003-12-01","2003-12-03","Edi Engelberger"
318,"Engelberger","Edi","m","Stansstad (NW)","NW",1,"CN","N",1,"RL","PLR","2016-12-08 18:12:56","1940-01-26","","2003-12-04","2007-12-02","Edi Engelberger"
318,"Engelberger","Edi","m","Stansstad (NW)","NW",1,"CN","N",1,"RL","PLR","2016-12-08 18:12:56","1940-01-26","","2007-12-03","2008-11-21","Edi Engelberger"
318,"Engelberger","Edi","m","Stansstad (NW)","NW",1,"CN","N",1,"RL","PLR","2016-12-08 18:12:56","1940-01-26","","2008-11-22","2011-12-04","Edi Engelberger"
1985,"Engelhard","Joh. Anton","m","Greng (FR), Murten (FR)","FR",1,"CN","N",126,"MC","LibCons*","2016-12-08 18:12:56","1821-05-13","1870-03-03","1860-12-03","1863-12-06","Joh. Anton Engelhard"
1986,"Engelhard","Joh. Friedr. L.","m","Murten (FR)","FR",1,"CN","N",126,"MC","LibCons*","2016-12-08 18:12:56","1783-06-16","1862-03-29","1854-12-04","1860-12-02","Joh. Friedr. L. Engelhard"
1987,"Engemann","Karl","m","Thun (BE)","BE",1,"CN","N",125,"LG","PLR","2016-12-08 18:12:56","1817-09-19","1888-10-23","1857-12-07","1866-12-02","Karl Engemann"
71,"Engler","Rolf","m","Urnäsch (AR)","AI",1,"CN","N",3,"C","PDC","2016-12-08 18:12:56","1951-08-03","","1987-03-02","1995-12-03","Rolf Engler"
71,"Engler","Rolf","m","Urnäsch (AR)","AI",1,"CN","N",3,"C","PDC","2016-12-08 18:12:56","1951-08-03","","1995-12-04","1999-12-05","Rolf Engler"
4055,"Engler","Stefan","m","Surava (GR), Brienz (GR), Albula/Alvra (GR)","GR",2,"CE","S",3,"CE","PDC","2016-12-08 18:12:56","1960-05-30","","2011-12-05","2015-11-29","Stefan Engler"
4055,"Engler","Stefan","m","Surava (GR), Brienz (GR), Albula/Alvra (GR)","GR",2,"CE","S",3,"C","PDC","2016-12-08 18:12:56","1960-05-30","","2015-11-30","","Stefan Engler"
72,"Epiney","Simon","m","Vissoie (VS)","VS",1,"CN","N",3,"C","PDC","2016-12-08 18:12:56","1950-02-12","","1991-11-25","1995-12-03","Simon Epiney"
72,"Epiney","Simon","m","Vissoie (VS)","VS",1,"CN","N",3,"C","PDC","2016-12-08 18:12:56","1950-02-12","","1995-12-04","1999-12-05","Simon Epiney"
72,"Epiney","Simon","m","Vissoie (VS)","VS",2,"CE","S",3,"C","PDC","2016-12-08 18:12:56","1950-02-12","","1999-12-06","2003-11-30","Simon Epiney"
72,"Epiney","Simon","m","Vissoie (VS)","VS",2,"CE","S",3,"C","PDC","2016-12-08 18:12:56","1950-02-12","","2003-12-01","2007-12-02","Simon Epiney"
732,"Eppenberger","Susi","f","St. Peterzell (SG)","SG",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1931-10-18","","1979-06-05","1991-11-24","Susi Eppenberger"
1988,"Erismann","Max A.","m","Brugg (AG)","AG",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1847-12-04","1923-07-24","1887-04-12","1911-12-03","Max A. Erismann"
1989,"Erni","Anton","m","Altishofen (LU)","LU",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1858-03-03","1942-02-14","1909-03-15","1912-12-03","Anton Erni"
1989,"Erni","Anton","m","Altishofen (LU)","LU",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1858-03-03","1942-02-14","1912-12-04","1916-07-01","Anton Erni"
1990,"Erni","Josef","m","Altishofen (LU), Egolzwil (LU)","LU",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1827-11-18","1907-01-13","1878-12-02","1902-11-30","Josef Erni"
1991,"Erpf","Franz Eduard","m","St. Gallen (SG)","SG",1,"CN","N",125,"LG","Lib*","2016-12-08 18:12:56","1807-02-17","1851-01-21","1848-11-06","1851-01-21","Franz Eduard Erpf"
1992,"Escher","Eugen","m","Zürich (ZH)","ZH",2,"CE","S",126,"MC","Lib*","2016-12-08 18:12:56","1831-05-10","1900-05-25","1863-12-07","1869-06-01","Eugen Escher"
1992,"Escher","Eugen","m","Zürich (ZH)","ZH",1,"CN","N",126,"MC","Lib*","2016-12-08 18:12:56","1831-05-10","1900-05-25","1870-01-31","1871-10-01","Eugen Escher"
1993,"Escher","J. H. Alfred","m","Zürich (ZH), Lugano (TI)","ZH",1,"CN","N",125,"LG","Lib*","2016-12-08 18:12:56","1819-02-20","1882-12-06","1848-11-06","1862-07-06","J. H. Alfred Escher"
1993,"Escher","J. H. Alfred","m","Zürich (ZH), Lugano (TI)","ZH",1,"CN*","N",125,"LG","Lib*","2016-12-08 18:12:56","1819-02-20","1882-12-06","1862-07-07","1863-01-31","J. H. Alfred Escher"
1993,"Escher","J. H. Alfred","m","Zürich (ZH), Lugano (TI)","ZH",1,"CN","N",125,"LG","Lib*","2016-12-08 18:12:56","1819-02-20","1882-12-06","1863-02-01","1882-12-06","J. H. Alfred Escher"
1993,"Escher","J. H. Alfred","m","Zürich (ZH), Lugano (TI)","ZH",1,"CN","N",125,"LG","Lib*","2016-12-08 18:12:56","1819-02-20","1882-12-06","1848-11-06","1856-12-26","J. H. Alfred Escher"
1993,"Escher","J. H. Alfred","m","Zürich (ZH), Lugano (TI)","ZH",1,"CN*","N",125,"LG","Lib*","2016-12-08 18:12:56","1819-02-20","1882-12-06","1856-12-27","1857-06-12","J. H. Alfred Escher"
1993,"Escher","J. H. Alfred","m","Zürich (ZH), Lugano (TI)","ZH",1,"CN","N",125,"LG","Lib*","2016-12-08 18:12:56","1819-02-20","1882-12-06","1857-06-13","1882-12-06","J. H. Alfred Escher"
1993,"Escher","J. H. Alfred","m","Zürich (ZH), Lugano (TI)","ZH",1,"CN","N",125,"LG","Lib*","2016-12-08 18:12:56","1819-02-20","1882-12-06","1848-11-06","1849-04-15","J. H. Alfred Escher"
1993,"Escher","J. H. Alfred","m","Zürich (ZH), Lugano (TI)","ZH",1,"CN*","N",125,"LG","Lib*","2016-12-08 18:12:56","1819-02-20","1882-12-06","1849-04-16","1850-05-09","J. H. Alfred Escher"
1993,"Escher","J. H. Alfred","m","Zürich (ZH), Lugano (TI)","ZH",1,"CN","N",125,"LG","Lib*","2016-12-08 18:12:56","1819-02-20","1882-12-06","1850-05-10","1882-12-06","J. H. Alfred Escher"
1993,"Escher","J. H. Alfred","m","Zürich (ZH), Lugano (TI)","ZH",1,"CN","N",122,"LD","Lib*","2016-12-08 18:12:56","1819-02-20","1882-12-06","1849-04-16","1850-05-09","J. H. Alfred Escher"
1993,"Escher","J. H. Alfred","m","Zürich (ZH), Lugano (TI)","ZH",1,"CN","N",122,"LD","Lib*","2016-12-08 18:12:56","1819-02-20","1882-12-06","1849-04-16","1850-05-09","J. H. Alfred Escher"
1993,"Escher","J. H. Alfred","m","Zürich (ZH), Lugano (TI)","ZH",1,"CN*","N",122,"LD","Lib*","2016-12-08 18:12:56","1819-02-20","1882-12-06","1849-04-16","1850-05-09","J. H. Alfred Escher"
1993,"Escher","J. H. Alfred","m","Zürich (ZH), Lugano (TI)","ZH",1,"CN*","N",122,"LD","Lib*","2016-12-08 18:12:56","1819-02-20","1882-12-06","1856-12-27","1857-06-12","J. H. Alfred Escher"
1993,"Escher","J. H. Alfred","m","Zürich (ZH), Lugano (TI)","ZH",1,"CN","N",122,"LD","Lib*","2016-12-08 18:12:56","1819-02-20","1882-12-06","1856-12-27","1857-06-12","J. H. Alfred Escher"
1993,"Escher","J. H. Alfred","m","Zürich (ZH), Lugano (TI)","ZH",1,"CN","N",122,"LD","Lib*","2016-12-08 18:12:56","1819-02-20","1882-12-06","1856-12-27","1857-06-12","J. H. Alfred Escher"
1993,"Escher","J. H. Alfred","m","Zürich (ZH), Lugano (TI)","ZH",1,"CN","N",122,"LD","Lib*","2016-12-08 18:12:56","1819-02-20","1882-12-06","1862-07-07","1863-01-31","J. H. Alfred Escher"
1993,"Escher","J. H. Alfred","m","Zürich (ZH), Lugano (TI)","ZH",1,"CN*","N",122,"LD","Lib*","2016-12-08 18:12:56","1819-02-20","1882-12-06","1862-07-07","1863-01-31","J. H. Alfred Escher"
1993,"Escher","J. H. Alfred","m","Zürich (ZH), Lugano (TI)","ZH",1,"CN","N",122,"LD","Lib*","2016-12-08 18:12:56","1819-02-20","1882-12-06","1862-07-07","1863-01-31","J. H. Alfred Escher"
1994,"Escher","Josef","m","Simplon (VS)","VS",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1885-09-17","1954-12-09","1925-12-07","1931-12-06","Josef Escher"
1994,"Escher","Josef","m","Simplon (VS)","VS",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1885-09-17","1954-12-09","1936-12-08","1948-12-05","Josef Escher"
1994,"Escher","Josef","m","Simplon (VS)","VS",1,"CN*","N",3,"K","PDC","2016-12-08 18:12:56","1885-09-17","1954-12-09","1948-12-06","1949-12-05","Josef Escher"
1994,"Escher","Josef","m","Simplon (VS)","VS",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1885-09-17","1954-12-09","1949-12-06","1950-09-14","Josef Escher"
1994,"Escher","Josef","m","Simplon (VS)","VS",3,"BR","B",0,"-","CVP","2016-12-08 18:12:56","1885-09-17","1954-12-09","1950-09-14","1954-12-09","Josef Escher"
537,"Escher","Rolf","m","Brig-Glis (VS), Simplon (VS)","VS",2,"CE","S",3,"C","PDC","2016-12-08 18:12:56","1941-04-14","","1999-12-06","2003-11-30","Rolf Escher"
537,"Escher","Rolf","m","Brig-Glis (VS), Simplon (VS)","VS",2,"CE","S",3,"C","PDC","2016-12-08 18:12:56","1941-04-14","","2003-12-01","2007-12-02","Rolf Escher"
1995,"Eschmann","Johannes","m","Richterswil (ZH)","ZH",1,"CN","N",126,"MC","Lib*","2016-12-08 18:12:56","1834-06-06","1896-05-06","1890-12-01","1896-05-06","Johannes Eschmann"
461,"Estermann","Heinrich","m","Nottwil (LU)","LU",1,"CN","N",3,"C","PDC","2016-12-08 18:12:56","1948-10-03","2003-03-22","1999-12-06","2003-03-22","Heinrich Estermann"
3876,"Estermann","Yvette","f","Rickenbach (LU)","LU",1,"CN","N",4,"V","UDC","2016-12-08 18:12:56","1967-02-26","","2007-12-03","2011-12-04","Yvette Estermann"
3876,"Estermann","Yvette","f","Rickenbach (LU)","LU",1,"CN","N",4,"V","UDC","2016-12-08 18:12:56","1967-02-26","","2011-12-05","2015-11-29","Yvette Estermann"
3876,"Estermann","Yvette","f","Rickenbach (LU)","LU",1,"CN","N",4,"V","UDC","2016-12-08 18:12:56","1967-02-26","","2015-11-30","","Yvette Estermann"
1996,"Estoppey","Charles","m","Trey (VD)","VD",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1820-02-15","1888-08-30","1852-07-05","1863-12-06","Charles Estoppey"
1996,"Estoppey","Charles","m","Trey (VD)","VD",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1820-02-15","1888-08-30","1867-07-01","1873-05-01","Charles Estoppey"
1996,"Estoppey","Charles","m","Trey (VD)","VD",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1820-02-15","1888-08-30","1875-03-08","1888-06-01","Charles Estoppey"
73,"Etique","Pierre","m","Bure (JU)","JU",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1945-02-12","1993-11-20","1983-11-28","1993-11-20","Pierre Etique"
1997,"Etlin","Simon","m","Sarnen (OW)","OW",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1818-01-09","1871-05-07","1866-12-03","1871-05-07","Simon Etlin"
1998,"Etter","Philipp","m","Menzingen (ZG)","ZG",2,"CE","S",3,"K","PDC","2016-12-08 18:12:56","1891-12-21","1977-12-23","1930-12-01","1934-03-28","Philipp Etter"
1998,"Etter","Philipp","m","Menzingen (ZG)","ZG",3,"BR","B",0,"-","CVP","2016-12-08 18:12:56","1891-12-21","1977-12-23","1934-03-28","1959-12-31","Philipp Etter"
1998,"Etter","Philipp","m","Menzingen (ZG)","ZG",3,"BR*","B",0,"-","CVP","2016-12-08 18:12:56","1891-12-21","1977-12-23","1939-01-01","1939-12-31","Philipp Etter"
1998,"Etter","Philipp","m","Menzingen (ZG)","ZG",3,"BR*","B",0,"-","CVP","2016-12-08 18:12:56","1891-12-21","1977-12-23","1942-01-01","1942-12-31","Philipp Etter"
1998,"Etter","Philipp","m","Menzingen (ZG)","ZG",3,"BR*","B",0,"-","CVP","2016-12-08 18:12:56","1891-12-21","1977-12-23","1947-01-01","1947-12-31","Philipp Etter"
1998,"Etter","Philipp","m","Menzingen (ZG)","ZG",3,"BR*","B",0,"-","CVP","2016-12-08 18:12:56","1891-12-21","1977-12-23","1953-01-01","1953-12-31","Philipp Etter"
1999,"Etter","Rudolf","m","Meikirch (BE)","BE",1,"CN","N",4,"BGB","UDC","2016-12-08 18:12:56","1914-03-19","1982-03-02","1955-12-05","1971-12-31","Rudolf Etter"
1999,"Etter","Rudolf","m","Meikirch (BE)","BE",1,"CN","N",4,"V","UDC","2016-12-08 18:12:56","1914-03-19","1982-03-02","1972-01-01","1975-11-30","Rudolf Etter"
1999,"Etter","Rudolf","m","Meikirch (BE)","BE",1,"CN*","N",4,"V","UDC","2016-12-08 18:12:56","1914-03-19","1982-03-02","1975-12-01","1976-11-29","Rudolf Etter"
1999,"Etter","Rudolf","m","Meikirch (BE)","BE",1,"CN","N",4,"V","UDC","2016-12-08 18:12:56","1914-03-19","1982-03-02","1976-11-30","1979-11-25","Rudolf Etter"
4206,"Ettlin","Erich","m","Kerns (OW)","OW",2,"CE","S",3,"C","PDC","2016-12-08 18:12:56","1962-05-30","","2015-11-30","","Erich Ettlin"
2000,"Eugster","Arthur","m","Speicher (AR)","AR",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1863-04-05","1922-01-07","1902-12-01","1912-12-03","Arthur Eugster"
2000,"Eugster","Arthur","m","Speicher (AR)","AR",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1863-04-05","1922-01-07","1912-12-04","1915-12-05","Arthur Eugster"
2000,"Eugster","Arthur","m","Speicher (AR)","AR",1,"CN*","N",1,"R","PLR","2016-12-08 18:12:56","1863-04-05","1922-01-07","1915-12-06","1916-12-04","Arthur Eugster"
2000,"Eugster","Arthur","m","Speicher (AR)","AR",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1863-04-05","1922-01-07","1916-12-05","1921-03-01","Arthur Eugster"
2001,"Eugster","Gallus","m","Oberegg (AI)","SG",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1894-09-30","1971-11-27","1939-12-04","1957-12-31","Gallus Eugster"
2001,"Eugster","Gallus","m","Oberegg (AI)","SG",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1894-09-30","1971-11-27","1958-01-01","1959-12-06","Gallus Eugster"
2002,"Eugster","Howard","m","Speicher (AR)","AR",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1861-11-14","1932-04-18","1908-12-07","1912-12-03","Howard Eugster"
2002,"Eugster","Howard","m","Speicher (AR)","AR",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1861-11-14","1932-04-18","1912-12-04","1932-04-18","Howard Eugster"
733,"Euler","Alexander","m","Basel (BS)","BS",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1929-10-12","2012-09-27","1979-03-05","1991-11-24","Alexander Euler"
2003,"Evéquoz","Maurice","m","Conthey (VS)","VS",2,"CE","S",3,"K","PDC","2016-12-08 18:12:56","1824-09-20","1889-05-30","1863-07-06","1865-05-01","Maurice Evéquoz"
2003,"Evéquoz","Maurice","m","Conthey (VS)","VS",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1824-09-20","1889-05-30","1866-12-03","1875-12-05","Maurice Evéquoz"
2003,"Evéquoz","Maurice","m","Conthey (VS)","VS",2,"CE","S",3,"K","PDC","2016-12-08 18:12:56","1824-09-20","1889-05-30","1875-12-06","1880-06-01","Maurice Evéquoz"
2003,"Evéquoz","Maurice","m","Conthey (VS)","VS",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1824-09-20","1889-05-30","1881-12-05","1887-12-04","Maurice Evéquoz"
2004,"Evéquoz","Raymond","m","Conthey (VS)","VS",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1863-05-11","1945-06-19","1902-12-01","1912-12-03","Raymond Evéquoz"
2004,"Evéquoz","Raymond","m","Conthey (VS)","VS",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1863-05-11","1945-06-19","1912-12-04","1923-12-02","Raymond Evéquoz"
2004,"Evéquoz","Raymond","m","Conthey (VS)","VS",1,"CN*","N",3,"K","PDC","2016-12-08 18:12:56","1863-05-11","1945-06-19","1923-12-03","1924-12-01","Raymond Evéquoz"
2004,"Evéquoz","Raymond","m","Conthey (VS)","VS",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1863-05-11","1945-06-19","1924-12-02","1928-12-02","Raymond Evéquoz"
2004,"Evéquoz","Raymond","m","Conthey (VS)","VS",2,"CE","S",3,"K","PDC","2016-12-08 18:12:56","1863-05-11","1945-06-19","1928-12-03","1943-12-05","Raymond Evéquoz"
74,"Eymann","Christoph","m","Basel (BS)","BS",1,"CN","N",7,"L","PLD","2016-12-08 18:12:56","1951-01-15","","1991-11-25","1995-12-03","Christoph Eymann"
74,"Eymann","Christoph","m","Basel (BS)","BS",1,"CN","N",7,"L","PLD","2016-12-08 18:12:56","1951-01-15","","1995-12-04","2001-09-16","Christoph Eymann"
74,"Eymann","Christoph","m","Basel (BS)","BS",1,"CN","N",1,"RL","PLD","2016-12-08 18:12:56","1951-01-15","","2015-11-30","","Christoph Eymann"
2005,"Eymann","Fritz Henry","m","La Chaux-de-Fonds (NE), Innerbirrmoos (BE)","NE",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1880-03-11","1949-04-11","1919-12-01","1935-12-01","Fritz Henry Eymann"
2005,"Eymann","Fritz Henry","m","La Chaux-de-Fonds (NE), Innerbirrmoos (BE)","NE",2,"CE","S",2,"S","PSS","2016-12-08 18:12:56","1880-03-11","1949-04-11","1945-06-04","1949-04-11","Fritz Henry Eymann"
2006,"Eytel","Jules-D.","m","Vevey (VD)","VD",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1817-03-01","1873-01-24","1848-11-06","1851-11-30","Jules-D. Eytel"
2006,"Eytel","Jules-D.","m","Vevey (VD)","VD",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1817-03-01","1873-01-24","1862-07-07","1863-02-01","Jules-D. Eytel"
2006,"Eytel","Jules-D.","m","Vevey (VD)","VD",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1817-03-01","1873-01-24","1863-12-07","1866-12-02","Jules-D. Eytel"
2006,"Eytel","Jules-D.","m","Vevey (VD)","VD",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1817-03-01","1873-01-24","1870-07-04","1873-01-24","Jules-D. Eytel"
734,"Fäh","Paul","m","Luzern (LU), Kaltbrunn (SG)","LU",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1937-02-07","","1987-11-30","1991-11-24","Paul Fäh"
2007,"Fahrländer","Karl Emanuel","m","Oeschgen (AG)","AG",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1803-07-02","1857-08-23","1853-01-10","1854-12-03","Karl Emanuel Fahrländer"
2008,"Fahrländer","Karl F. S.","m","Oeschgen (AG)","AG",1,"CN","N",126,"MC","Lib*","2016-12-08 18:12:56","1836-02-29","1907-04-23","1873-07-07","1875-12-05","Karl F. S. Fahrländer"
75,"Fankhauser","Angeline","f","Trub (BE)","BL",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1936-07-25","","1983-11-28","1995-12-03","Angeline Fankhauser"
75,"Fankhauser","Angeline","f","Trub (BE)","BL",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1936-07-25","","1995-12-04","1999-12-05","Angeline Fankhauser"
